"city","state","shape"
"Decatur","IN","Cylinder"
"Eugene","OR","Circle"
"North Myrtle Beach","SC","Oval"
"Tujunga","CA","Sphere"
"Burlington","IA","Light"
"Hermosa Beach","CA","Light"
"Norman","OK","Formation"
"Olivebridge","NY","Light"
"Paducah","KY","Light"
"Kermit","TX","Triangle"
"Rock Hill","SC","Triangle"
"Williams (25 Miles East Of)","AZ","Triangle"
"Cleveland","OH","Triangle"
"Wilmette","IL","Light"
"Diamond","IL","Fireball"
"Mechanicville","NY","Circle"
"Belleville","WI","Changing"
"San Jose","CA","Fireball"
"Des Moines","IA","Light"
"Redding","CA","Circle"
"Everett","WA","Light"
"Seattle","WA","Light"
"Owensboro","KY","Light"
"Northfield","NJ","Light"
"Plant City","FL","Fireball"
"Oxnard","CA","Fireball"
"California","MO","Circle"
"Portland","OR","Rectangle"
"San Diego","CA","Light"
"Columbus","OH","Changing"
"Madison","AL","Disk"
"Taylorsville","NC","Disk"
"Los Angeles","CA","Disk"
"Whitesburg","KY","Rectangle"
"San Jose (On The West Side)","CA","Circle"
"Dixon","IL","Triangle"
"Hot Springs","AR","Other"
"Woburn","MA","Circle"
"Hiram (Outside Of Atlanta)","GA","Other"
"Macomb","IL","Formation"
"Eastchester (Visible From)","NY","Circle"
"Millston","WI","Disk"
"Union Beach","NJ","Triangle"
"Stafford Forge","NJ","Triangle"
"Tuckerton","NJ","Triangle"
"Santa Barbara","CA","Sphere"
"Blackwater","MO","Disk"
"Plantation","FL","Light"
"Overton","TX","Circle"
"San Anselmo","CA","Cone"
"Grand Rapids","MI","Other"
"Bedminster","PA","Disk"
"Houston","TX","Circle"
"Arroyo Grande","CA","Light"
"Seattle","WA","Light"
"Horatio","AR","Teardrop"
"Memphis","TN","Formation"
"El Paso","TX","Cigar"
"Scappoose","OR","Triangle"
"San Diego","CA","Triangle"
"Bryceville","FL","Disk"
"Topeka","KS","Disk"
"Santa Rosa","CA","Circle"
"Santa Monica","CA","Sphere"
"Jacksonville","NC","Other"
"Strongsville","OH","Light"
"Grand View","ID","Triangle"
"Cary","NC","Triangle"
"Omaha","NE","Sphere"
"Cincinnati","OH","Circle"
"Fort Collins","CO","Other"
"Delray Beach","FL","Light"
"Newton","IA","Light"
"Newton","IA","Light"
"La Mirada","CA","Light"
"Miami","FL","Light"
"Cincinnati","OH","Circle"
"Muskegon","MI","Other"
"Visalia","CA","Light"
"New York City","NY","Light"
"New York City (Queens)","NY","Light"
"St. Louis","MO","Light"
"Mill Creek","WA","Flash"
"Flint","MI","Light"
"Flint","MI","Light"
"Charlotte","NC","Cylinder"
"Ponca City","OK","Circle"
"Blue Ridge","GA","Light"
"Wilmington","DE","Sphere"
"Phoenix","AZ","Light"
"Phoenix","AZ","Other"
"Chesterland","OH","Light"
"Lemoore","CA","Other"
"Fontana","CA","Formation"
"San Francisco","CA","Disk"
"Santa Barbara","CA","Chevron"
"Santa Barbara","CA","Triangle"
"Tulsa","OK","Cigar"
"Hemet","CA","Light"
"Stanley","NC","Light"
"Austin","TX","Sphere"
"Temecula","CA","Changing"
"Providence","RI","Other"
"Saugerties","NY","Light"
"Cedar City","UT","Light"
"Salem","OR","Sphere"
"Brazil","IN","Triangle"
"Fond Du Lac","WI","Fireball"
"New York City (Brooklyn)","NY","Changing"
"Plainview","TX","Triangle"
"Tucson","AZ","Cigar"
"Weston","FL","Circle"
"Aventura","FL","Oval"
"Columbus","OH","Formation"
"Miami","FL","Cigar"
"Austin","TX","Circle"
"Louisville","KY","Disk"
"Franklin","NC","Flash"
"Portland","OR","Light"
"Missoula","MT","Light"
"Ranchos De Taos","NM","Teardrop"
"Charlotte","NC","Light"
"Highland Mills","NY","Light"
"Parkersburg","WV","Cigar"
"Princeton","WV","Formation"
"Franklin","TN","Triangle"
"Reidsville","NC","Other"
"Florence","MT","Light"
"Concord","NC","Light"
"Grays","SC","Light"
"Allyn","WA","Disk"
"Corvallis (Near; Small Town Of Alsea)","OR","Diamond"
"Warrington","FL","Fireball"
"Terre Haute","IN","Other"
"Toms River","NJ","Disk"
"Pittsburg","OK","Changing"
"New York City (Brooklyn)","NY","Other"
"Towson","MD","Oval"
"Hardwick","VT","Disk"
"Texarkana (Outside City Limits)","AR","Disk"
"Covina","CA","Cigar"
"Burlington","WA","Disk"
"Gadsden","AL","Sphere"
"La Mesa","CA","Disk"
"Nanakuli","HI","Disk"
"Mentone","AL","Egg"
"Kent","WA","Disk"
"Gainesville","FL","Triangle"
"Belvedere","CA","Teardrop"
"Palm Wells","CA","Formation"
"Monroe","LA","Light"
"St. Louis","MO","Oval"
"Stevens Point","WI","Sphere"
"Jones","MI","Oval"
"Provo","UT","Sphere"
"St. Louis","MO","Cigar"
"Dallas","TX","Light"
"Kansas City","MO","Light"
"Tacoma","WA","Sphere"
"Chugiak","AK","Rectangle"
"Esopus","NY","Other"
"Bristow","OK","Cigar"
"Howard Beach","NY","Disk"
"Atlanta","GA","Disk"
"Smyrna","GA","Disk"
"Aurora","OR","Disk"
"Passaic","NJ","Cigar"
"Little Rock","AR","Cigar"
"Denton","TX","Other"
"Pomeroy","WA","Disk"
"Lithia Springs","GA","Disk"
"Holmen (Near Brookners Pond)","WI","Disk"
"Hydes","MD","Changing"
"Salem","OR","Cigar"
"Elmont","VA","Disk"
"Albuquerque","NM","Circle"
"Omaha","NE","Triangle"
"San Antonio","TX","Other"
"Hat Creek","CA","Rectangle"
"Eureka","CA","Cigar"
"Yonkers","NY","Triangle"
"Oklahoma City","OK","Changing"
"St. Cloud","MN","Other"
"Grass Valley","CA","Cigar"
"Tullahoma","TN","Oval"
"Detroit","MI","Triangle"
"West Reno (Out On Old Hwy 40)","NV","Other"
"Roslyn","NY","Disk"
"Willits","CA","Diamond"
"Cleveland","GA","Other"
"Flower Mound","TX","Disk"
"Winchester","VA","Circle"
"Clarksburg","WV","Circle"
"Tempe","AZ","Sphere"
"Jefferson","CO","Sphere"
"New York City (Manhattan)","NY","Chevron"
"Tompkinsville","KY","Triangle"
"Las Vegas","NV","Oval"
"Island Lake","IL","Light"
"Temple","TX","Cigar"
"Allison Park","PA","Sphere"
"Edgewood","MD","Sphere"
"Kendallville","IN","Triangle"
"Malvern","AR","Triangle"
"Barneveld","NY","Triangle"
"Manassas","VA","Triangle"
"Ridgecrest","CA","Fireball"
"Kent","CT","Chevron"
"Canton","OH","Circle"
"Swanton","OH","Light"
"Willow Grove","PA","Cone"
"Montrose","PA","Circle"
"Florence","MS","Fireball"
"Branford","CT","Diamond"
"Whittier","CA","Light"
"Portland","OR","Sphere"
"Zebulon","NC","Other"
"Elkhart","IN","Sphere"
"El Centro","CA","Triangle"
"Fallon","NV","Light"
"Munds Park (West Of)","AZ","Chevron"
"Normal","IL","Triangle"
"Claverack (East Rt.23)","NY","Triangle"
"Killawog","NY","Light"
"Tulsa","OK","Sphere"
"Willard","MO","Cigar"
"San Diego","CA","Disk"
"Londonderry","NH","Light"
"Mesquite (Near Dallas)","TX","Teardrop"
"College Station","TX","Light"
"Mesquite","TX","Circle"
"Palm Beach Gardens","FL","Formation"
"Sorrento","FL","Cigar"
"Waco","TX","Light"
"Asheville","NC","Other"
"Great River","NY","Oval"
"South Bend","IN","Triangle"
"Bouse","AZ","Triangle"
"Nettleton","MS","Light"
"Des Plaines","IL","Other"
"New York City (Bronx)","NY","Oval"
"Vincennes","IN","Triangle"
"Sebastopol","MS","Light"
"Newnan","GA","Light"
"Pueblo West","CO","Triangle"
"Rose","NY","Triangle"
"Fair Grove","MO","Disk"
"Palm Desert","CA","Changing"
"York","PA","Cylinder"
"Western Grove","AR","Fireball"
"Atlanta","GA","Disk"
"Wolfeboro","NH","Light"
"Massillon","OH","Light"
"Bushkill","PA","Circle"
"Los Angeles","CA","Triangle"
"Dexter","KY","Disk"
"Johnstown","PA","Disk"
"New Rochelle","NY","Circle"
"Harrison","AR","Light"
"Ladson","SC","Other"
"Buttonwillow","CA","Chevron"
"Lancaster","CA","Triangle"
"Virginia","MN","Other"
"Pittsburg","TX","Light"
"Shakopee","MN","Fireball"
"Fair Lawn","NJ","Circle"
"Cleveland (Approaching)","OH","Teardrop"
"Dalton","MA","Triangle"
"New York City (Manhattan)","NY","Oval"
"Warrensburg","MO","Cylinder"
"Watkins Glen","NY","Circle"
"Mallory","NY","Flash"
"New Port Richey","FL","Fireball"
"Wyoming","PA","Light"
"Center","TX","Triangle"
"Florissant","CO","Circle"
"Capitola","CA","Triangle"
"Hesperia","CA","Diamond"
"Morrow","GA","Light"
"Walnut Creek","CA","Light"
"Kalamazoo","MI","Light"
"Forty Fort","PA","Chevron"
"Glen Head","NY","Triangle"
"Burlington","WV","Triangle"
"Longview","TX","Light"
"Stanwood","WA","Circle"
"Cape Coral","FL","Sphere"
"Sacaton","AZ","Teardrop"
"Jersey City","NJ","Oval"
"Okeene","OK","Light"
"Council Bluffs","IA","Changing"
"Santa Monica","CA","Chevron"
"Ventura","CA","Triangle"
"Ventura","CA","Triangle"
"Manitowoc","WI","Other"
"Orange Park","FL","Teardrop"
"Fort Walton Beach","FL","Oval"
"Victor","NY","Disk"
"Valley Center","KS","Triangle"
"Hanna City","IL","Other"
"Lake Charles","LA","Oval"
"Canton","IL","Cigar"
"Ypsilanti","MI","Disk"
"Castro Valley","CA","Sphere"
"Portland","OR","Rectangle"
"Los Angeles","CA","Light"
"Jackson","NJ","Circle"
"Miami","FL","Disk"
"Mesa","AZ","Circle"
"Federal Way","WA","Cylinder"
"Racine","WI","Light"
"Slidell","LA","Oval"
"Earp","CA","Triangle"
"Las Vegas","NV","Triangle"
"Troy","MI","Light"
"Mebane","NC","Teardrop"
"Parkersburg","WV","Oval"
"Lake Havasu City","AZ","Disk"
"Fresno","CA","Other"
"Eagan","MN","Disk"
"Dana Point","CA","Cross"
"Las Vegas","NV","Light"
"Lodge","SC","Formation"
"Orlando","FL","Light"
"Orlando","FL","Sphere"
"Debary (Central Fl)","FL","Light"
"Tustin","CA","Diamond"
"Faber","VA","Triangle"
"El Paso","TX","Circle"
"Saline","MI","Disk"
"Littleton","CO","Other"
"Benton (Aurora)","KY","Cigar"
"Esparto","CA","Disk"
"East Haven","CT","Other"
"Moscow","ID","Triangle"
"Lexington","KY","Cigar"
"Goodyear","AZ","Light"
"Miami","FL","Formation"
"Baltimore","MD","Egg"
"Seattle","WA","Circle"
"Lyndhurst","NJ","Disk"
"Centreville","MD","Other"
"O&#39Fallon","IL","Sphere"
"Edwardsville","IL","Triangle"
"Bonita Springs","FL","Circle"
"Reedy","WV","Changing"
"Davenport","IA","Triangle"
"Southington","CT","Fireball"
"Augusta","GA","Cylinder"
"West Roxbury","MA","Triangle"
"Hollister","MO","Other"
"Medina","NY","Changing"
"Herald","CA","Disk"
"Jersey City","NJ","Changing"
"Huron","SD","Light"
"Willamina","OR","Formation"
"Wabash","IN","Light"
"Lehigh","OK","Light"
"Orangeburg","NY","Triangle"
"Dubuque","IA","Circle"
"Roseville","CA","Fireball"
"Loma Rica","CA","Teardrop"
"Santa Barbara","CA","Light"
"Gilbert","AZ","Light"
"Livermore","CA","Light"
"Shawnee","OK","Light"
"Twisp","WA","Circle"
"Watertown","CT","Circle"
"Malden","MO","Oval"
"Broken Arrow","OK","Light"
"Chicago","IL","Sphere"
"Bayonne","NJ","Light"
"Denver","CO","Light"
"West Trenton","NJ","Light"
"Gila Bend","AZ","Fireball"
"Gettysburg","PA","Other"
"Somers Point","NJ","Light"
"Las Vegas","NV","Cross"
"Janesville","WI","Triangle"
"Buena Park","CA","Light"
"Sun City","AZ","Triangle"
"East Troy","WI","Triangle"
"Dyer","IN","Sphere"
"Wethersfield","CT","Fireball"
"Siesta Key","FL","Fireball"
"Oakhurst","NJ","Flash"
"Lawrenceville","IL","Circle"
"Downingtown","PA","Oval"
"Oak Hill","WV","Chevron"
"Burns","OR","Light"
"Glendale","CA","Fireball"
"Avon","NC","Sphere"
"Tampa","FL","Circle"
"Glendale","CA","Fireball"
"Captiva","FL","Light"
"Greenville County","SC","Oval"
"Chester","SC","Other"
"Fresno","CA","Circle"
"Denver","CO","Circle"
"Yuma","AZ","Light"
"Scott Depot","WV","Sphere"
"Dandridge","TN","Sphere"
"Captiva","FL","Fireball"
"Greenwood","AR","Light"
"Peoria","AZ","Light"
"Springfield","MO","Light"
"Mashpee","MA","Other"
"Cincinnati","OH","Diamond"
"Vero Beach","FL","Oval"
"Newtown","CT","Fireball"
"Lakewood","WA","Fireball"
"Freeport","TX","Other"
"Covington","KY","Other"
"Oklahoma City","OK","Triangle"
"Westbrook","ME","Oval"
"Wheat Ridge","CO","Cylinder"
"Overland Park","KS","Fireball"
"Andover","MN","Light"
"Manteca","CA","Triangle"
"Simla","CO","Changing"
"Central Islip","NY","Oval"
"Silver Lake (On The Fox River)","WI","Light"
"San Antonio","TX","Light"
"Charlotte","NC","Egg"
"Columbia","IL","Cigar"
"Santa Barbara","CA","Disk"
"Oklahoma City (South West Of)","OK","Triangle"
"Warner Robins","GA","Circle"
"Salem","IL","Sphere"
"Sterling","VA","Light"
"Frankfort","IN","Light"
"Brookston","IN","Light"
"Rancho Santa Margarita","CA","Disk"
"Round Rock","TX","Other"
"Indiana","PA","Light"
"Rushville","IL","Triangle"
"Lockport","NY","Circle"
"Rocklin","CA","Disk"
"Naples","FL","Disk"
"South Haven","MI","Sphere"
"Phoenix (75 Miles West Of)","AZ","Circle"
"Mesa","AZ","Circle"
"Madison","WI","Fireball"
"Tucson","AZ","Sphere"
"Milwaukee","WI","Fireball"
"Wheaton","IL","Fireball"
"Livonia","MI","Rectangle"
"Farmington","NY","Fireball"
"Trinidad","CO","Sphere"
"Montague","MA","Light"
"Long Branch","NJ","Other"
"Oklahoma City","OK","Triangle"
"West Bridgewater","MA","Light"
"Lynnwood","WA","Rectangle"
"Westhampton","MA","Other"
"Del Rio (35 Miles Outside Of)","TX","Other"
"Ypsilanti","MI","Triangle"
"Lovelock","NV","Cigar"
"Mission","TX","Circle"
"Chilton","WI","Triangle"
"Portland","OR","Light"
"Pikeville","KY","Light"
"New York City","NY","Light"
"Bellingham","WA","Light"
"Ramona (Near)","CA","Light"
"Boulder City","NV","Light"
"Folsom","CA","Circle"
"Van Buren","AR","Changing"
"O&#39Fallon","MO","Light"
"Hayfork","CA","Fireball"
"Moses Lake","WA","Circle"
"Las Cruces","NM","Cylinder"
"Cascade Locks","OR","Light"
"Kirkland","WA","Changing"
"Bloomington","CA","Formation"
"Norton","MA","Circle"
"Jeffersonville","IN","Circle"
"Philadelphia","PA","Disk"
"Hugo","MN","Other"
"Rockford","IL","Diamond"
"La Center","WA","Flash"
"Fullerton","CA","Fireball"
"Avon","MN","Light"
"Fort Worth","TX","Formation"
"Laporte","IN","Cigar"
"Plainwell","MI","Flash"
"Davenport","IA","Circle"
"Lozeau","MT","Triangle"
"Mishawaka","IN","Sphere"
"Springfield","MO","Oval"
"Hawthorne","CA","Oval"
"Springfield","MO","Light"
"Woodbine","GA","Sphere"
"Ventura","CA","Triangle"
"Richmond","VA","Triangle"
"Richmond","KY","Triangle"
"Pala","CA","Fireball"
"Honolulu","HI","Egg"
"Clovis","CA","Other"
"Saint Peters","MO","Fireball"
"Chicago","IL","Triangle"
"Clermont","FL","Fireball"
"Ogden","UT","Triangle"
"Kihei","HI","Fireball"
"Ada","OK","Circle"
"Chicago","IL","Chevron"
"Dayton","OH","Oval"
"Northfield","MN","Oval"
"Millersburg","MO","Light"
"Rochester","NY","Flash"
"Las Vegas (About 60 Miles Outside Of)","NV","Triangle"
"Portland","OR","Oval"
"Belle Vernon","PA","Other"
"Almont","MI","Circle"
"Colorado Springs","CO","Light"
"Kaleva","MI","Light"
"Salt Lake City","UT","Triangle"
"Royal Oak","MI","Triangle"
"Wilmington","DE","Other"
"Fredericksburg","TX","Teardrop"
"Glen Ridge","NJ","Circle"
"Jackson","TN","Sphere"
"Bakersfield","CA","Cross"
"Bay City","OR","Oval"
"Joliet","IL","Sphere"
"Joliet","IL","Sphere"
"Ames","IA","Triangle"
"Fair Oaks","CA","Triangle"
"Ventura","CA","Cone"
"Yarmouth","ME","Light"
"Burnsville","MN","Cigar"
"Atco","NJ","Oval"
"New Ipswich","NH","Disk"
"Houston","TX","Other"
"St. Louis","MO","Light"
"Farmer City","IL","Light"
"Sonora","CA","Disk"
"Tempe","AZ","Teardrop"
"San Jose","CA","Sphere"
"Batesville","AR","Light"
"Portland","MI","Cylinder"
"Culloden","WV","Light"
"Kilgore","TX","Sphere"
"Abilene","TX","Light"
"Richmond","VA","Fireball"
"East Setauket","NY","Circle"
"Walker","MN","Circle"
"Allentown","PA","Triangle"
"Benton County","MO","Light"
"La Puente","CA","Chevron"
"Beaverton","OR","Diamond"
"Fresno","CA","Light"
"Columbia","MO","Cylinder"
"Itasca","IL","Other"
"Atlanta","IN","Light"
"Grand Blanc","MI","Light"
"Westlake Village","CA","Fireball"
"Buena Vista","CO","Sphere"
"Grand Junction","CO","Formation"
"Carrollton","TX","Cigar"
"Gulf Breeze","FL","Oval"
"Tualatin","OR","Oval"
"Hillsborough","NJ","Oval"
"San Diego","CA","Sphere"
"Pensacola","FL","Sphere"
"Fargo","ND","Other"
"Oakland","CA","Light"
"Jasper","AL","Cigar"
"Fort Collins","CO","Circle"
"Las Cruces","NM","Sphere"
"Las Cruces","NM","Cone"
"Las Cruces","NM","Diamond"
"Bass Lake (Near)","CA","Disk"
"Homer Glen","IL","Circle"
"Newnan","GA","Light"
"Hampstead","NC","Triangle"
"Grant","AL","Teardrop"
"Omaha","NE","Triangle"
"Kure Beach","NC","Formation"
"Anniston","AL","Fireball"
"Highland Park","IL","Rectangle"
"Bonners Ferry","ID","Flash"
"Lakeville","MN","Circle"
"Plum","PA","Cone"
"Issaquah","WA","Flash"
"China Grove","NC","Other"
"Mastic Beach","NY","Sphere"
"Wantagh","NY","Cone"
"Glen Cove","NY","Circle"
"Wytheville","VA","Sphere"
"Bellport","NY","Triangle"
"Johnson City","TN","Light"
"Colorado Springs","CO","Fireball"
"Hamburg","PA","Fireball"
"Neenah","WI","Fireball"
"Tampa","FL","Oval"
"Bradford","PA","Circle"
"Trimmer","CA","Changing"
"Evansville","IN","Other"
"Elmer","NJ","Other"
"Box Elder (Rocky Boys&#39 Indian Agency)","MT","Triangle"
"Sacramento","CA","Triangle"
"Carneys Point","NJ","Cylinder"
"Grantville (Rte. 443 And Appleby Road)","PA","Triangle"
"Jackson","MI","Light"
"Rapid City","SD","Other"
"San Antonio","TX","Fireball"
"Renton","WA","Disk"
"Tombstone","AZ","Egg"
"Fairview","TN","Light"
"Ventura","CA","Oval"
"Douglas","GA","Egg"
"Keithville","LA","Light"
"Salt Lake City (South Of)","UT","Triangle"
"Nashville","TN","Chevron"
"San Francisco","CA","Light"
"Brookville","PA","Diamond"
"Cuba","MO","Triangle"
"Flat Rock","MI","Chevron"
"Dania Beach (Fishing Pier)","FL","Light"
"Roanoke","VA","Sphere"
"Hoover","AL","Triangle"
"New Albany","IN","Light"
"Sapulpa","OK","Triangle"
"Healdsburg","CA","Triangle"
"Rowlett","TX","Disk"
"Mount Prospect","IL","Light"
"Atlanta","GA","Sphere"
"Port Angeles","WA","Circle"
"Aptos","CA","Formation"
"Ventura","CA","Teardrop"
"Woburn","MA","Rectangle"
"Phoenix","AZ","Disk"
"Elsmere","DE","Light"
"Cedar Falls","IA","Oval"
"Rocklin","CA","Disk"
"Howell","MI","Disk"
"Palatine","IL","Other"
"Sturbridge","MA","Triangle"
"Westminster","CO","Fireball"
"Silver City","NM","Circle"
"Edwardsville","IL","Sphere"
"Santa Rosa","NM","Sphere"
"Denver","CO","Light"
"Phoenix","AZ","Diamond"
"Phoenix","AZ","Light"
"Telford","TN","Other"
"Jacumba","CA","Cigar"
"St. Joseph","MO","Cylinder"
"Fort Smith","AR","Circle"
"New Braunfels","TX","Light"
"Naperville","IL","Egg"
"Cabot","AR","Light"
"Nederland","TX","Flash"
"Cross Roads","TX","Other"
"Philadelphia","PA","Chevron"
"Tucson","AZ","Triangle"
"Escondido","CA","Light"
"Madison","WI","Light"
"Houston","PA","Light"
"Wanaque","NJ","Circle"
"Lawrenceville","GA","Disk"
"Richmond","VA","Changing"
"Pahrump","NV","Flash"
"Mesa","AZ","Diamond"
"Alhambra","CA","Flash"
"New Cumberland","WV","Light"
"Wickenburg","AZ","Sphere"
"Avondale","AZ","Light"
"Phoenix","AZ","Sphere"
"Litchfield Park","AZ","Teardrop"
"Lake Havasu City","AZ","Circle"
"Golden Valley","AZ","Cone"
"Laughlin","NV","Circle"
"Harleysville","PA","Triangle"
"Rapid City","SD","Triangle"
"Hephzibah","GA","Rectangle"
"Ocala","FL","Light"
"Portland","OR","Diamond"
"St. Louis","MO","Light"
"Helena","MT","Disk"
"Gloucester","MA","Disk"
"Potomac","MD","Light"
"Johnson City","TN","Circle"
"Newton","MA","Light"
"Fort Collins","CO","Sphere"
"Davis","CA","Circle"
"Fayetteville","AR","Egg"
"Kernersville","NC","Cigar"
"Rockford","IL","Disk"
"Goodrich","MI","Light"
"Washington","MI","Sphere"
"West Bloomfield","MI","Light"
"Luray","VA","Circle"
"Provincetown","MA","Cross"
"Murrysville","PA","Fireball"
"Dallas","TX","Sphere"
"Bradenville","PA","Sphere"
"North Hollywood","CA","Triangle"
"Bellingham","WA","Formation"
"Moore","OK","Formation"
"Moore","OK","Formation"
"South Yarmouth","MA","Fireball"
"Virginia Beach","VA","Fireball"
"Elmhurst","IL","Circle"
"West Sacramento","CA","Oval"
"Salem","OR","Oval"
"Evansville","IN","Light"
"Puyallup","WA","Fireball"
"Shawano","WI","Formation"
"Hawley","PA","Formation"
"Lexington","KY","Other"
"Huntsville (Redstone Arsenal)","AL","Disk"
"Quitman","MS","Circle"
"Norwalk","CA","Other"
"Glendale","CA","Triangle"
"Marietta","GA","Diamond"
"Kalamazoo","MI","Changing"
"Des Moines (East Of&#44 152 Mm On I-80)","IA","Light"
"Bakersfield","CA","Circle"
"Anaheim","CA","Oval"
"San Diego","CA","Triangle"
"Buckley","WA","Other"
"Union City","TN","Other"
"Phoenix","AZ","Circle"
"Cocoa","FL","Light"
"Carson","WA","Light"
"Sweet Valley","PA","Light"
"Mesquite","TX","Other"
"East  Longmeadow","MA","Cylinder"
"Palatine","IL","Cigar"
"Columbia","LA","Oval"
"Blowing Rock","NC","Light"
"New York City (Westhampton Beach)","NY","Oval"
"Camarillo","CA","Sphere"
"Boston","MA","Oval"
"Bay Shore","NY","Circle"
"Fresno (Near&#44 I-5)","CA","Triangle"
"Westwego","LA","Teardrop"
"Albany","CA","Chevron"
"Surprise","AZ","Circle"
"San Antonio","TX","Triangle"
"Tulsa","OK","Disk"
"Pleasant View","TN","Oval"
"Gila Bend (Yuma?)","AZ","Other"
"Hastings","MI","Triangle"
"Denver","CO","Circle"
"Johnstown","CO","Formation"
"Tesla","WV","Triangle"
"El Paso","TX","Circle"
"El Paso","TX","Sphere"
"Phoenix (90 Mi Sw Of; On I-10)","AZ","Changing"
"Ledgewood","NJ","Egg"
"Cheyenne","WY","Oval"
"Sonora","CA","Light"
"Seattle","WA","Circle"
"Canton","IL","Oval"
"Sunderland","MA","Oval"
"Wheatfield","IN","Formation"
"Cleveland","OH","Other"
"Myrtle Beach","SC","Light"
"Cupertino","CA","Circle"
"Judsonia","AR","Disk"
"Columbus","OH","Light"
"Rancho Cucamonga","CA","Circle"
"Jackson","TN","Disk"
"Pittsboro","NC","Light"
"Isle Of Wight County","VA","Oval"
"Pleasant Prairie","WI","Egg"
"Virginia City Highlands","NV","Circle"
"Hilo","HI","Light"
"Irvine","CA","Circle"
"Cottage Grove","MN","Changing"
"Palm Coast","FL","Triangle"
"Berlin","NJ","Circle"
"Holyoke","MA","Changing"
"Bullhead City","AZ","Rectangle"
"Villa Rica","GA","Sphere"
"Sheffield Lake","OH","Flash"
"Marietta","OH","Formation"
"Greeneville","TN","Light"
"Congress (Near)","AZ","Sphere"
"El Cerrito","CA","Triangle"
"New York City (Staten Island)","NY","Disk"
"Mt. Clemens","MI","Cigar"
"Waynesboro","PA","Light"
"Sarasota","FL","Changing"
"Canton","IL","Circle"
"Bellingham","WA","Changing"
"Ellensburg","WA","Light"
"Hayward","CA","Light"
"Elizabethtown","PA","Oval"
"Florence","SC","Fireball"
"Arcata","CA","Formation"
"Elyria","OH","Fireball"
"Marlton","NJ","Sphere"
"Seabeck","WA","Triangle"
"Orlando","FL","Light"
"Sumter","SC","Disk"
"Montgomery","AL","Flash"
"Lake Elsinore","CA","Changing"
"Anchorage","AK","Triangle"
"St. Peters","MO","Circle"
"Edna","TX","Other"
"Exton","PA","Light"
"Grayson","GA","Changing"
"Gulfport","MS","Light"
"Lawrenceville","GA","Other"
"Tulsa","OK","Circle"
"Elk Grove Village","IL","Fireball"
"Minneapolis","MN","Circle"
"Chicago","IL","Other"
"Minneapolis","MN","Triangle"
"Fremont","OH","Fireball"
"Woonsocket","RI","Light"
"Detroit","MI","Circle"
"Stafford","VA","Fireball"
"Republic","MO","Fireball"
"Rockport","MA","Light"
"Sandy Creek","NY","Sphere"
"Sicklerville","NJ","Other"
"Ovid","NY","Circle"
"Johnstown","PA","Sphere"
"Omaha","NE","Other"
"Britton","SD","Oval"
"Newport Beach","CA","Flash"
"Palatine","IL","Light"
"Cumming","GA","Circle"
"Oakley","CA","Light"
"Paso Robles","CA","Rectangle"
"Eddington","ME","Cigar"
"Burgaw","NC","Triangle"
"Surprise","AZ","Sphere"
"Orlando","FL","Formation"
"Carol Stream","IL","Triangle"
"Columbus","OH","Other"
"Lakeside","OR","Circle"
"South Palm Beach","FL","Triangle"
"New York City (Glen Oaks/Littleneck Area&#44 Queens)","NY","Light"
"Ladysmith","VA","Light"
"North Hollywood","CA","Sphere"
"Whitehouse (Near)","NJ","Light"
"Holly","MI","Light"
"Towaco","NJ","Circle"
"Reading","PA","Triangle"
"Irmo","SC","Circle"
"Jonesboro","GA","Disk"
"Enfield","CT","Triangle"
"Salt Lake City","UT","Sphere"
"Durham","NC","Sphere"
"Humboldt","TN","Disk"
"Valley City","ND","Other"
"Galveston","TX","Changing"
"Wheeler","TX","Light"
"Atlanta (However&#44 I Have Heard Entire East Coast)","GA","Light"
"Northfield","MN","Formation"
"San Lorenzo","CA","Circle"
"Liberal","KS","Sphere"
"Pittsburgh","PA","Oval"
"San Diego (Ocean Beach)","CA","Light"
"Kansas City","MO","Triangle"
"Mesquite","TX","Sphere"
"Charlotte","NC","Light"
"St. Louis","MO","Cigar"
"Passaic","NJ","Disk"
"High Point","NC","Fireball"
"Louisville","KY","Circle"
"Jupiter","FL","Other"
"Caldwell (Far West Of&#44 Towards Oregon)","ID","Other"
"Los Angeles","CA","Oval"
"Norfolk","MA","Other"
"Granville","OH","Light"
"Atlantic City","NJ","Circle"
"Morristown","OH","Fireball"
"Buffalo Grove","IL","Light"
"Salt Lake City","UT","Chevron"
"Burlington","VT","Light"
"Roanoke Rapids","NC","Cylinder"
"Cartwright","ND","Rectangle"
"Jonesboro","IN","Sphere"
"Madison (20 Miles South Of)","WI","Cone"
"Montrose","IL","Circle"
"Panama City Beach","FL","Triangle"
"Panama City","FL","Triangle"
"Hudson","OH","Oval"
"Benedicta","ME","Sphere"
"Viola","WI","Cigar"
"Hampton","VA","Other"
"Santa Clarita","CA","Light"
"Index","WA","Cone"
"Augusta","KS","Fireball"
"Freeland (Whidbey Island)","WA","Cylinder"
"Denver","CO","Oval"
"Aloha","OR","Diamond"
"Hillsboro","OR","Light"
"Winslow","IN","Triangle"
"New York City (Brooklyn)","NY","Cigar"
"Galesburg","IL","Light"
"Fairless Hills","PA","Triangle"
"Ventura","CA","Cone"
"Baltimore","MD","Changing"
"Plano","TX","Light"
"Shrewsbury","PA","Changing"
